1,275,56,0,0,0,86,0,0
2,274,56,0,0,0,85,0,0
3,274,56,0,0,0,87,0,0
4,274,56,0,0,0,86,0,0
5,274,56,0,0,0,85,0,0
6,274,56,0,0,0,87,0,0
7,274,56,0,0,0,87,0,0
8,274,56,0,0,0,88,0,0
9,275,56,0,0,0,87,0,0
10,275,56,0,0,0,86,0,0
11,275,56,0,0,0,86,0,0
12,275,56,0,0,0,87,0,0
13,275,56,0,0,0,87,0,0
14,275,56,0,0,0,86,0,0
15,275,56,0,0,0,87,0,0
16,275,56,0,0,0,86,0,0
17,275,56,0,0,0,86,0,0
18,275,56,0,0,0,88,0,0
19,275,56,0,0,0,87,0,0
20,276,56,0,0,0,88,0,0
21,276,56,0,0,0,87,0,0
22,276,56,0,0,0,86,0,0
23,275,56,0,0,0,86,0,0
24,275,56,0,0,0,86,0,0
25,275,56,0,0,0,87,0,0
26,275,56,0,0,0,91,0,0
27,275,56,0,0,0,87,1,1
28,275,56,0,0,0,87,1,1
29,276,56,0,0,0,86,1,1
30,275,56,0,0,0,87,1,1
$
